State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cluster
Oregon,8672.814261,No,Extended,College,Unemployed,F,0.0,Suburban,Single,124.99999999999999,8.0,61.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,600.0,SUV,Medsize,3
Arizona,7679.677721,No,Basic,High School or Below,Disabled,M,12676.999999999998,Suburban,Married,101.0,21.0,18.0,0.0,8.5,Personal Auto,Personal L3,Offer1,Call Center,500.63348400000007,SUV,Medsize,0
Nevada,2999.338779,No,Extended,High School or Below,Employed,M,28564.0,Suburban,Married,76.0,17.0,44.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,364.8,Two-Door Car,Small,0
California,3834.7351959999996,No,Extended,Bachelor,Employed,F,41341.0,Rural,Single,99.0,4.0,64.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,240.24432,Four-Door Car,Medsize,1
Arizona,16387.34622375,No,Extended,College,Employed,M,44246.0,Suburban,Married,122.0,1.0,18.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,585.6,SUV,Small,0
Oregon,5175.28934,No,Basic,Master,Unemployed,M,0.0,Suburban,Married,71.0,0.0,26.0,0.0,8.5,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Small,2
California,7950.570995,No,Extended,High School or Below,Employed,F,70610.0,Rural,Single,99.0,2.0,11.0,0.0,3.0,Personal Auto,Personal L1,Offer4,Agent,240.977382,Four-Door Car,Large,1
Arizona,9935.165983,No,Extended,High School or Below,Employed,F,34831.0,Suburban,Married,124.0,4.0,34.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Branch,595.2,SUV,Medsize,3
California,7861.798596,No,Extended,Bachelor,Employed,F,30374.0,Urban,Married,99.0,1.0,50.0,0.0,8.5,Personal Auto,Personal L2,Offer2,Call Center,304.537298,Four-Door Car,Medsize,1
California,8092.876959999999,Yes,Basic,College,Employed,M,50825.0,Urban,Married,102.0,3.0,46.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,369.614729,SUV,Medsize,0
Oregon,5539.349243,No,Basic,Master,Employed,F,80727.0,Rural,Married,68.0,15.0,43.0,0.0,4.0,Personal Auto,Personal L2,Offer2,Call Center,98.71658,Four-Door Car,Medsize,1
California,9628.702696,No,Extended,Bachelor,Employed,F,71269.0,Urban,Married,80.0,28.0,85.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,350.689559,Four-Door Car,Medsize,1
Washington,5827.483965,No,Basic,High School or Below,Employed,M,45794.0,Suburban,Married,74.0,3.0,38.0,0.0,5.0,Personal Auto,Personal L1,Offer2,Agent,449.63005,Four-Door Car,Small,2
California,4807.846463,No,Basic,High School or Below,Employed,M,99874.0,Urban,Married,119.00000000000001,7.0,42.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,307.639408,Sports Car,Medsize,0
California,4475.161898,No,Basic,Master,Employed,M,73019.0,Suburban,Divorced,112.0,21.0,40.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Large,0
Oregon,2399.045522,No,Basic,Master,Disabled,M,19112.0,Urban,Married,62.0,30.0,32.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Web,259.006614,Four-Door Car,Medsize,2
Oregon,7840.165777999999,Yes,Extended,College,Employed,M,58414.0,Suburban,Single,170.5,7.0,24.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Agent,964.2628512499998,Luxury SUV,Small,0
Oregon,2378.090679,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Single,70.0,35.0,74.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,734.072654,Four-Door Car,Small,2
California,3919.366722,Yes,Extended,High School or Below,Employed,F,66676.0,Suburban,Married,97.0,0.0,40.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,1
Arizona,8274.145703,No,Basic,College,Employed,F,69011.0,Suburban,Single,70.0,3.0,52.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,336.0,Four-Door Car,Medsize,1
California,9538.770856,No,Extended,Bachelor,Unemployed,M,0.0,Rural,Married,85.0,7.0,6.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Call Center,58.714775,Two-Door Car,Medsize,0
Nevada,5331.823882,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Married,71.0,31.0,70.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Medsize,2
Arizona,4531.675269,No,Extended,Bachelor,Unemployed,F,0.0,Suburban,Single,126.0,19.0,39.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Call Center,907.2,SUV,Medsize,3
California,3834.210713,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,112.0,13.0,13.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,806.4,SUV,Medsize,0
Oregon,2726.797356,No,Basic,Master,Employed,M,31385.0,Rural,Divorced,69.0,31.0,5.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,68.193193,Four-Door Car,Medsize,2
Oregon,8238.45802,No,Basic,College,Employed,F,68261.0,Rural,Married,102.0,11.0,81.0,0.0,4.0,Personal Auto,Personal L1,Offer2,Agent,84.097896,Sports Car,Medsize,3
Nevada,4758.470236,No,Basic,High School or Below,Employed,M,92324.0,Suburban,Married,119.00000000000001,5.0,46.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,603.110961,Sports Car,Large,0
California,8818.051498,No,Extended,Bachelor,Unemployed,F,0.0,Suburban,Single,136.0,31.0,75.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Call Center,964.2628512499998,SUV,Medsize,3
Oregon,16387.34622375,No,Extended,Master,Retired,F,20983.0,Urban,Single,97.0,10.0,52.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,451.751555,Four-Door Car,Medsize,1
Oregon,5595.761077,No,Basic,Bachelor,Employed,M,68004.0,Suburban,Single,72.0,6.0,14.000000000000002,0.0,3.0,Corporate Auto,Corporate L2,Offer1,Agent,416.344082,Two-Door Car,Medsize,0
California,2682.704812,No,Basic,High School or Below,Employed,F,63471.0,Suburban,Married,67.0,0.0,71.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,387.71779,Two-Door Car,Large,3
Oregon,3033.407812,No,Extended,Bachelor,Disabled,F,27369.0,Urban,Married,77.0,13.0,40.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,331.94306,Four-Door Car,Medsize,1
Oregon,4862.908979,No,Basic,High School or Below,Employed,F,36839.0,Rural,Married,61.0,22.0,93.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,152.496995,Four-Door Car,Medsize,1
Washington,2128.621329,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,65.0,19.0,54.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,312.0,Four-Door Car,Medsize,1
Arizona,12655.52878,No,Premium,High School or Below,Employed,F,26149.000000000004,Suburban,Married,157.0,2.0,17.0,0.0,7.0,Personal Auto,Personal L3,Offer4,Web,753.6,SUV,Medsize,3
Oregon,8556.58016,No,Premium,High School or Below,Employed,F,52440.00000000001,Urban,Single,109.0,26.999999999999996,57.99999999999999,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,371.206205,Four-Door Car,Medsize,1
Oregon,12880.74907,No,Premium,College,Employed,M,24571.0,Suburban,Married,109.0,21.0,22.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Medsize,2
Oregon,3049.837544,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Single,90.0,14.0,36.0,0.0,1.0,Special Auto,Special L3,Offer2,Branch,432.0,Four-Door Car,Medsize,2
Washington,3237.996209,Yes,Extended,Master,Employed,M,60244.00000000001,Urban,Married,83.0,3.0,72.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,326.281835,Four-Door Car,Medsize,2
Arizona,5248.978048,No,Basic,College,Unemployed,M,0.0,Urban,Married,72.0,0.0,45.0,0.0,4.0,Personal Auto,Personal L3,Offer4,Web,216.700125,Four-Door Car,Medsize,2
Washington,11009.13049,Yes,Premium,Bachelor,Employed,F,51643.00000000001,Suburban,Single,170.5,16.0,43.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,964.2628512499998,Luxury Car,Medsize,1
Arizona,14267.93156,No,Extended,High School or Below,Disabled,F,17157.0,Suburban,Married,123.00000000000001,33.0,15.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,770.746666,SUV,Small,3
Nevada,3034.771777,No,Extended,High School or Below,Medical Leave,M,17308.0,Suburban,Married,82.0,10.0,86.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,874.324338,Four-Door Car,Small,2
Arizona,8329.039004,No,Basic,College,Unemployed,F,0.0,Suburban,Single,118.0,18.0,9.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Agent,849.6,SUV,Medsize,3
California,2616.613903,Yes,Basic,College,Employed,M,72302.0,Suburban,Divorced,66.0,6.0,27.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize,0
California,2574.020376,Yes,Basic,Master,Employed,F,34990.0,Rural,Single,65.0,23.0,73.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,1
Arizona,4004.5512999999996,No,Premium,College,Unemployed,M,0.0,Suburban,Married,107.0,21.0,65.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,513.6,Four-Door Car,Medsize,2
Nevada,6051.799036,No,Extended,Bachelor,Unemployed,F,0.0,Suburban,Single,87.0,23.0,73.0,0.0,5.0,Personal Auto,Personal L3,Offer2,Branch,626.4,Four-Door Car,Medsize,1
Oregon,2839.013244,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Married,81.0,22.0,26.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,388.8,Two-Door Car,Large,0
Arizona,1994.7749360000003,No,Basic,College,Unemployed,M,0.0,Suburban,Single,61.0,18.0,96.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Web,393.215919,Four-Door Car,Medsize,2
Oregon,11944.40399,No,Basic,College,Employed,M,33760.0,Rural,Married,102.0,24.0,11.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Branch,123.491865,SUV,Medsize,0
California,6466.304259,No,Extended,Master,Unemployed,M,0.0,Rural,Divorced,90.0,3.0,76.0,0.0,7.0,Personal Auto,Personal L3,Offer3,Call Center,144.776935,Four-Door Car,Medsize,2
Arizona,6746.434272,No,Extended,High School or Below,Employed,F,70328.0,Urban,Married,84.0,11.0,32.0,0.0,6.0,Corporate Auto,Corporate L1,Offer4,Branch,293.227028,Four-Door Car,Medsize,1
Oregon,3561.035706,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Single,99.0,35.0,15.0,0.0,1.0,Special Auto,Special L2,Offer1,Agent,712.8,Four-Door Car,Medsize,2
Arizona,16387.34622375,No,Basic,Bachelor,Unemployed,M,0.0,Urban,Married,63.0,21.0,40.0,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Call Center,243.208647,Two-Door Car,Medsize,0
Oregon,3939.0063700000005,Yes,Extended,Bachelor,Employed,F,60021.00000000001,Suburban,Married,99.0,12.0,28.000000000000004,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Agent,882.871945,Four-Door Car,Small,1
California,8915.172898,No,Extended,Bachelor,Employed,F,31990.999999999996,Suburban,Single,81.0,15.0,22.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Agent,548.321886,Four-Door Car,Small,1
California,8084.325058000001,No,Basic,Bachelor,Disabled,M,20169.0,Suburban,Married,112.0,35.0,81.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,537.6,SUV,Small,0
Washington,4502.980016,No,Basic,College,Unemployed,F,0.0,Suburban,Single,64.0,29.0,72.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Agent,307.2,Two-Door Car,Large,3
California,4877.954567,No,Basic,High School or Below,Disabled,M,20178.0,Suburban,Divorced,69.0,26.0,52.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Branch,331.2,Four-Door Car,Medsize,2
Arizona,8294.968932,No,Premium,High School or Below,Employed,M,78189.0,Rural,Married,103.0,10.0,10.0,0.0,5.0,Corporate Auto,Corporate L3,Offer3,Agent,99.143241,Four-Door Car,Medsize,2
Washington,8485.385641,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Single,170.5,10.0,98.99999999999999,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,964.2628512499998,Luxury Car,Small,0
Oregon,4740.202507,No,Basic,College,Unemployed,M,0.0,Suburban,Single,72.0,4.0,61.0,0.0,4.0,Personal Auto,Personal L3,Offer3,Web,518.4,Four-Door Car,Medsize,2
California,8564.768226,Yes,Basic,High School or Below,Employed,M,95697.0,Rural,Married,107.0,29.0,28.999999999999996,0.0,8.5,Personal Auto,Personal L1,Offer2,Agent,178.006524,Sports Car,Medsize,0
Oregon,2393.915369,Yes,Basic,College,Unemployed,M,0.0,Suburban,Single,70.0,24.0,10.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,425.266308,Four-Door Car,Medsize,2
Oregon,2458.746211,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,70.0,20.0,44.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,504.00000000000006,Four-Door Car,Medsize,2
Nevada,16387.34622375,No,Basic,High School or Below,Employed,F,64559.0,Rural,Divorced,62.0,31.0,90.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,107.538749,Four-Door Car,Medsize,1
Washington,16387.34622375,No,Basic,College,Employed,M,58149.0,Suburban,Married,61.0,5.0,90.0,0.0,2.0,Special Auto,Special L1,Offer1,Branch,292.8,Four-Door Car,Small,2
California,8728.456239,No,Extended,College,Unemployed,M,0.0,Urban,Married,124.0,23.0,30.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Branch,473.469932,SUV,Small,0
Oregon,2386.201293,No,Basic,High School or Below,Employed,M,70911.0,Suburban,Single,63.0,20.0,13.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Agent,302.4,Two-Door Car,Medsize,0
Washington,16387.34622375,No,Basic,High School or Below,Employed,M,78337.0,Rural,Divorced,62.0,2.0,88.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,36.285512,Two-Door Car,Medsize,0
Arizona,2813.50617,No,Basic,Doctor,Employed,F,50397.0,Suburban,Married,70.0,34.0,77.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Web,350.65008,Four-Door Car,Small,1
Arizona,2996.889929,No,Basic,Master,Employed,F,51199.0,Suburban,Divorced,74.0,19.0,52.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,355.2,Four-Door Car,Small,1
Nevada,4063.3316880000007,No,Premium,Bachelor,Employed,F,46928.0,Suburban,Married,102.0,31.0,15.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Web,631.402071,Four-Door Car,Medsize,1
Oregon,8368.875358,No,Basic,Master,Disabled,F,23879.0,Suburban,Married,107.0,13.0,57.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Branch,635.64283,SUV,Medsize,3
California,4626.801093,Yes,Basic,Master,Employed,F,79487.0,Suburban,Divorced,114.0,20.0,87.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,547.2,SUV,Medsize,3
Oregon,7516.786075000001,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,106.0,7.0,39.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Agent,850.593038,SUV,Medsize,3
Washington,11981.98481,Yes,Basic,Master,Retired,F,21514.0,Urban,Married,62.0,0.0,59.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,3
Nevada,2601.810999,No,Basic,High School or Below,Employed,F,57230.99999999999,Urban,Married,65.0,35.0,37.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,305.117221,Four-Door Car,Medsize,1
Oregon,4654.954187,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Married,69.0,31.0,76.0,0.0,3.0,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Medsize,1
California,3579.773094,No,Extended,Bachelor,Employed,F,84598.0,Suburban,Married,89.0,8.0,7.000000000000001,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,639.267653,Two-Door Car,Small,3
Nevada,5388.023812,No,Basic,College,Employed,M,48895.0,Urban,Married,68.0,16.0,27.0,0.0,7.0,Corporate Auto,Corporate L1,Offer1,Web,325.009146,Four-Door Car,Large,2
Arizona,3705.2918619999996,No,Extended,High School or Below,Employed,M,84493.0,Suburban,Married,92.0,29.0,19.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,441.6,Four-Door Car,Small,2
California,8613.464001,No,Basic,Bachelor,Employed,F,37277.0,Urban,Married,109.0,24.0,27.0,0.0,8.5,Personal Auto,Personal L2,Offer1,Agent,417.72438,SUV,Medsize,3
Oregon,2703.266928,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Married,71.0,6.0,46.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,497.39292499999993,Two-Door Car,Small,0
California,2511.697993,No,Basic,College,Medical Leave,F,14906.0,Suburban,Married,66.0,31.0,0.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,421.632668,Four-Door Car,Small,1
Arizona,16387.34622375,No,Basic,Doctor,Disabled,M,14710.000000000002,Suburban,Single,112.0,25.0,86.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,537.6,Sports Car,Medsize,0
California,15120.212810000003,No,Extended,Bachelor,Employed,F,20656.0,Suburban,Single,130.0,15.0,5.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Web,706.114237,SUV,Medsize,3
Oregon,13379.81103,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,170.5,13.0,83.0,0.0,3.0,Personal Auto,Personal L1,Offer3,Web,964.2628512499998,Luxury SUV,Small,3
California,2308.692609,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Married,64.0,33.0,98.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,431.768752,Four-Door Car,Medsize,2
California,7319.575712,No,Basic,Bachelor,Employed,F,57777.00000000001,Urban,Married,61.0,21.0,11.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,273.879927,Four-Door Car,Medsize,1
Oregon,16387.34622375,No,Basic,Bachelor,Employed,M,80409.0,Urban,Divorced,74.0,28.0,72.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,262.984836,Two-Door Car,Medsize,0
California,5639.941974,Yes,Basic,High School or Below,Employed,M,73168.0,Suburban,Married,70.0,21.0,50.0,0.0,3.0,Special Auto,Special L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,2
Nevada,4715.285559,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Married,64.0,28.0,43.0,0.0,7.0,Personal Auto,Personal L2,Offer3,Branch,345.345026,Two-Door Car,Medsize,3
California,2742.797845,No,Basic,College,Employed,F,32436.999999999996,Suburban,Married,69.0,25.0,96.0,0.0,1.0,Corporate Auto,Corporate L1,Offer4,Branch,331.2,Two-Door Car,Small,3
California,3808.122147,Yes,Extended,College,Employed,F,94903.0,Suburban,Married,94.0,3.0,38.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,451.2,Two-Door Car,Small,3
Nevada,4692.048347,No,Basic,Bachelor,Employed,F,82534.0,Rural,Single,118.0,15.0,56.00000000000001,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,4.23752,SUV,Medsize,3
Arizona,4055.399126,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Single,120.99999999999999,2.0,18.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Call Center,964.2628512499998,SUV,Medsize,0
Arizona,16387.34622375,Yes,Premium,High School or Below,Employed,F,46587.0,Suburban,Divorced,119.00000000000001,34.0,74.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,1
California,9800.33636,No,Extended,Bachelor,Employed,M,32245.000000000004,Rural,Married,124.0,4.0,57.99999999999999,0.0,8.0,Personal Auto,Personal L2,Offer2,Agent,257.502471,SUV,Medsize,0
Arizona,12379.56803,No,Basic,Bachelor,Employed,M,39886.0,Urban,Married,64.0,34.0,59.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Web,290.359207,Two-Door Car,Medsize,0
California,9705.30895,No,Basic,College,Employed,M,79157.0,Rural,Married,61.0,25.0,45.0,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Agent,117.781906,Two-Door Car,Small,0
Oregon,4253.283113,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Single,62.0,13.0,8.0,0.0,5.0,Personal Auto,Personal L2,Offer1,Branch,446.4,Two-Door Car,Medsize,0
Oregon,3567.503755,Yes,Basic,Bachelor,Unemployed,M,0.0,Suburban,Married,102.0,28.0,11.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize,0
Arizona,5153.91989,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,74.0,22.0,50.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,532.8,Four-Door Car,Medsize,2
Arizona,7559.206998,No,Premium,College,Unemployed,M,0.0,Suburban,Single,119.00000000000001,33.0,57.99999999999999,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Call Center,964.2628512499998,Four-Door Car,Small,2
Washington,4194.906755,No,Basic,College,Unemployed,M,0.0,Suburban,Single,64.0,0.0,60.0,0.0,4.0,Special Auto,Special L3,Offer1,Branch,759.285255,Two-Door Car,Medsize,0
Oregon,2829.312319,No,Basic,Bachelor,Employed,M,25860.0,Suburban,Married,72.0,12.0,46.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize,2
Washington,3221.788294,No,Extended,Master,Employed,F,77882.0,Suburban,Married,79.0,17.0,36.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,379.2,Four-Door Car,Small,1
Oregon,10972.06778,Yes,Extended,Doctor,Employed,M,24164.0,Suburban,Divorced,137.0,2.0,40.0,0.0,5.0,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,0
Arizona,2430.959055,No,Basic,College,Unemployed,M,0.0,Suburban,Single,70.0,29.0,30.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,341.329847,Four-Door Car,Medsize,2
Oregon,3790.1900289999994,No,Extended,High School or Below,Employed,M,66169.0,Rural,Married,96.0,35.0,30.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,156.429591,Two-Door Car,Small,0
California,8838.085637,Yes,Basic,Bachelor,Employed,M,82664.0,Rural,Married,114.0,24.0,10.0,0.0,8.5,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize,0
Nevada,16387.34622375,No,Basic,Doctor,Medical Leave,F,23638.0,Suburban,Married,102.0,32.0,62.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Web,489.6,SUV,Medsize,3
Arizona,6388.21126,No,Extended,Bachelor,Employed,M,26436.000000000004,Suburban,Divorced,83.0,0.0,10.0,0.0,5.0,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,0
Nevada,2656.522604,No,Extended,College,Unemployed,F,0.0,Suburban,Single,78.0,23.0,93.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,374.4,Four-Door Car,Medsize,1
Arizona,7714.6009300000005,No,Basic,Bachelor,Medical Leave,M,13154.000000000002,Suburban,Married,102.0,0.0,42.0,0.0,4.0,Personal Auto,Personal L2,Offer1,Branch,489.6,SUV,Medsize,0
California,2704.537211,No,Basic,Master,Retired,F,24173.0,Urban,Married,70.0,16.0,96.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Web,181.468292,Four-Door Car,Medsize,1
California,2495.464753,No,Basic,High School or Below,Employed,M,26689.0,Suburban,Married,64.0,34.0,23.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,424.711758,Four-Door Car,Medsize,2
Arizona,2498.35063,No,Basic,Bachelor,Employed,F,31357.0,Rural,Married,63.0,2.0,88.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,2.016239,Four-Door Car,Medsize,1
Oregon,5614.587986,No,Basic,College,Employed,F,40417.0,Rural,Married,71.0,34.0,4.0,0.0,8.0,Personal Auto,Personal L3,Offer3,Agent,130.303439,Four-Door Car,Large,1
